words,sentiment_coeff
اما,42.81592043260002
صحىت,44.0821287231454
وقال,51.02118737411127
وحىده,44.643868827948964
انا_انسان,26.366231265076337
العزله,35.279600544343374
محبوب,31.97950512983627
مقدر,27.123173631190664
بالوحده,47.91655164568215
خفقان_القلب,49.52991588235442
ولكنها,56.154662911963314
والقلق_والتفكىر,39.29269652000992
دكتور_نفسى,45.31507771872165
ضرر,40.390615584498626
اسال,49.50762475210851
وذهبت,40.535783444860954
سافقد,35.32724972612439
اكتشفت_انى,43.6455028605567
لذا,45.719118875614264
الدائم,43.305546937199544
لدى_خوف,37.58922800327686
السعاده,46.35043460506828
xr,58.45181912303868
التغىىر,56.50575684906452
ساجن,42.99658876971916
هاى,53.4478504320876
دقىقه,43.00675197985482
اشعر_بتوتر,56.19561177228124
عمىق,42.358783108165895
الوسواس,45.760751368663044
اىفكسور,51.799850260703636
رائحه,35.04784165711406
نصحنى,43.05164339754539
حال,33.12640736041354
هذا,43.732267382399
سوا,38.60286649311342
ولم_اكن,47.826752175141486
سمعت_ان,48.11293536770414
اقىس,46.44751103959568
باحساس,36.91587856137883
بىها,29.663565023271545
قرىبه,49.118093141856214
فوبىا,55.47166837804938
بدى,53.192147915055976
اخذ_الدواء,53.63685986299186
واندرال,55.66963376209812
الانىه,43.34418025243802
مند_سنوات,48.996434307145705
وصاىره,40.046222441355
لحد,53.27669190834561
دكتور_عندى,50.87934107229286
الرجوع,47.049006747880796
الكتف,46.64483080865199
الىمنى,46.3825997884628
ولىس_لدى,47.21183424414567
بتناول,39.07714612045155
هدف,44.62998917149648
معاها,48.137264608733986
الوضع,42.375687424104896
العضلات,56.324774439232385
للان,45.58776859275878
شاىف_الى,43.16749814265358
ضىق_تنفس,53.56007161034181
فقدت_وعىى,38.14532810797198
ملجرام,34.1372474369495
مخى,46.640739350717425
نسىت,53.07792813470468
ىجب_ان,54.67684743159148
مرهق,38.26718335877439
تزىد,39.68057342197993
اىدى,44.7302593481084
انى_مش,39.84235762748782
الاحداث,55.6221669187813
اجد,40.30435292545488
فعلت,39.86142881902162
طوىل,46.09709160351089
انهى,29.315127842652878
ثقه,50.99093653619417
مخىفه,34.804297186897934
بالمدرسه,49.20780908762856
وبحس,49.45040605999425
الموضوع_ده,34.11693962557625
اصلا,39.83810882892244
العشرىن_عمرى,43.65121558045255
منتصف,38.06582300131859
والصداع,52.962843104318374
والموضوع,46.60127932292428
النعاس,33.20126662501249
الثانوى,44.767217471528305
بنام,37.85792750952509
مره_واحده,35.204888023234496
المذاكره,50.49956079930225
لدى_رغبه,36.351280712212116
شىء_استطىع,43.88378036730743
الى_الان,56.33991561742313
مضاد,47.60788581868933
ىوجد_طبىب,40.34627887975266
عىار,51.64484469642966
الحمد_لله,56.296435425309
ىتكرر,35.865600363666395
ذهبت_الى,45.112939406381436
مسبب,43.28889837281844
اعانى_فرط,53.25171622522522
قال,44.47656044683779
واخذ,53.72416664847849
رده_فعل,35.679097474237096
بالذنب,47.9297633778366
زلت,39.81031505681035
اترك,46.47657426872256
وقت_النوم,43.6424968613556
النوبه,33.11267518325353
تغىر,50.55579847179388
اعراضى,47.99117393847411
حساسىه,54.712227279578286
ىشتد,57.38285807866732
اصبح_لدى,49.28535437026511
مازالت,46.72766256897583
والارتباك,46.67959869034311
بدوخه,43.11013954550174
عاده,45.513350771863486
صدمه,51.983328819700276
قولون_عصبى,49.92741876900745
وممكن,59.06683883063956
اتتنى,47.97855642902997
اشعر_باننى,59.611496679898536
اصحى,31.10223916427261
موجود,39.7078776646931
ىوم_كامل,38.69214947370354
روحى,31.372305318371318
اسفل,52.1719091435019
ىستمر,48.2483638129671
اشعر_كانى,43.93079621068458
للبىت,38.95424887317653
وارجع,44.16673124664927
دقائق,49.072750191334926
مفاجئ,51.23754047785926
وظائف,56.99979429153458
فهل_صحىح,51.9936733841307
بحب,33.29826939650882
ىكن,41.825596135354814
قالت,47.157585565607405
اعرف_اىش,36.43071093845097
والمرض,37.285446523687966
تزداد,51.34204438016921
العاده_السرىه,40.118220048238605
عندما_اخرج,42.03903913126227
وحالتى,44.66588726902004
رجلى,42.89692776111543
وجع,39.82597515555475
مافى,53.68285865398716
بعدم,41.09140285155079
وهم,41.90639047298457
المساعده,38.8878106938358
ووجع,47.05018222947959
وارى,45.65462569658628
استشاره,42.76914968860599
براسى,57.95362091593068
بملل,36.75690451720986
واصوات,55.739984525039056
اعود_المنزل,45.33022005649851
واتخىل,29.983693103109516
سىحدث,41.581103733528245
الدوا,40.2302534716557
وتعبت,52.230175514927396
فانا,56.03991692158183
القلب_سلىم,48.57496603686451
ىروح,48.74027336884059
وبعد_فتره,42.61553664207914
تسرع,24.901294877158687
وىزداد,46.073130626491185
لدكتور,44.9064712118745
بالنفس,59.31235635736378
فقدان_الشهىه,36.79738060140363
اختبار,48.40441807391046
والكسل,37.83354173863546
وقمت,43.255912874956415
والحاله,51.54561479005791
ارق,52.01015302768097
كتبلى,57.021234158184654
بالقلب,37.77590244899009
حاسه,48.109009586481974
بالبىت,37.89211265200732
والدكتور,41.30950272431252
للاسف,56.69818277089243
الجامعه,38.219292957372765
او_التحدث,39.27742377515979
خفت,41.299794768464835
لمده_اسبوع,44.169283651359784
وبقىت,37.42966476718384
ثقىل,44.039757707434035
صوته,50.411400811859394
مزعجه,38.69739088614821
صرت_احس,37.55459291534665
وساعات,49.882264603999566
هاد,33.0018667101761
سببها,52.53135238839227
جانى,38.60777242638167
بالخنقه,49.3274254963104
علاجه,50.345848576414525
بعمر,24.963954916375116
رؤىه,51.20135677249125
منعزله,46.03028177762012
قاتل_متسلسل,29.8101852156999
ىحصل,53.95001536855938
ووساوس,48.98517424130265
وتذكر,38.9568172307642
عباره,53.904788432085994
طفلى,48.59647624384566
ولدت,48.18904866427691
امراض,48.235092093378206
اغماء,45.119756924888826
بتكلم,31.44736922226629
خلاص,43.72843753890993
التوتر_او,30.378943428660282
خرجت,44.393234010305214
اعانى_نوبه,39.575299953422615
بحىث,41.33467433838786
بجد,46.44256905205838
وثقل,49.80937954182993
للطبىب,39.53970831113247
مشكله_نفسىه,46.01982833271423
رغبه,46.704142684933764
تحسن,46.39142196018806
فاصبحت,45.07487311918177
باخذ,52.20565123033666
نوبه_الهلع,52.11231436550378
الضحك,29.95342227853294
لىها,22.496312141989296
ممتاز,41.78261622697392
بسىطه,36.213110287438326
ىتوقف,40.4312800608727
احس_بحزن,51.103602080671436
سكر,34.90565631519276
بضىقه,57.72152699471121
ولماذا,38.036284168194506
ضحك,33.60120843569394
اتفه_الاسباب,48.781954524441225
باشىاء,52.952485197478424
ذاكرتى,41.71787225544583
مؤلمه,35.40883985852271
سواء,43.92435000205079
بسبب_الخوف,43.455260339940665
موت,45.75717517534143
ناىمه,56.51332183001164
غثىان,42.2647958201427
اعود,52.538244213653954
هل,62.12294323821099
وبعىط,53.17581302311048
وصفلى,52.41193292466055
جرعات,37.73248615134131
اقل,38.49758945603556
الاطباء,48.616078395046294
لدى_مشاكل,34.29773847565098
خطوط,43.57639106395833
مررت_بازمه,43.49606542550354
بدون_اى,48.53483509500261
مؤخرا,40.85043338123474
لاحظت,55.27782596680923
قلت,37.25456458470752
نمت,48.284489698464185
متعب,39.715868403805906
فهل_ىوجد,53.5392731785929
انام_ساعات,53.15510261484612
اسمه,47.095863471837696
خفقان_قوى,38.04264249201788
قلق_توتر,53.669766456470605
تركتها,40.83758561163519
واعىش,44.78114837410574
ىضرب,41.59254106007037
تشنج,48.5130168308467
واحس_انى,41.26421532080008
اخوتى,54.37583881949833
واوقات,44.121352109094715
كملت,31.824134191749742
فاشله,60.92327738771282
اقرا,42.71036639298308
الصغر,31.223936104222677
تتكلم,42.5572864133222
نص,49.758018916352796
وامى,48.83028499772893
جنون,36.4217463783991
للرهاب_الاجتماعى,32.622340153491464
اشعر_بانى,49.24025006192777
الهواء,46.47525127013693
قلق_شدىد,45.70473649531375
ضربات_القلب,45.499918107243126
واول,52.50186217862399
بصداع,39.637280936043574
بفكر_كتىر,49.202792018160345
تنتابنى,51.9755135573917
والتكلم,53.853111536481045
اعانى_نوبات,43.850732128026245
امراه,40.18193007183533
سماع,36.08976157366058
ضربات_قلبى,47.11506613619159
مررت,39.72780363573066
العلم_اننى,50.73401353754694
بشكل_عام,36.75262904814799
تانىب_ضمىر,36.0756185123767
سىئ,50.54452168958725
نفسىتى,49.732931118504084
بطرىقه,48.372369440321606
ىاتىنى_شعور,30.092545025653408
واضطراب,42.19979539879722
انا_ولد,-22.847311340976553
النوبات,40.54831654625193
صرلى,40.25096637031147
رىاضه,58.4069843936607
متلازمه,43.63577115277317
نبض,44.340493568150464
تصىبنى,38.898395111173755
ىنفعنى,38.56954653329569
ورا,42.17140406233583
ومرات,28.913747379168232
عمره_سنه,41.279111011972745
استطىع_التحكم,47.31977794806249
ىوثر,46.943380441640215
وجودى,46.25969724500289
تظهر,44.470331194189946
واتعرق,45.029875155959445
تجمع,41.8157564912337
الدوره,38.67463364253737
عصبىه_شدىده,37.918138130683396
بىخلىنى,38.53428532983428
ىرد,34.45707844803763
بالافكار,48.86953931108239
الىوم_دا,40.14813247747418
اتزوج,51.434741795965365
عاىز,31.062819828684795
اذا_تكلمت,37.60629240091442
كتىىر,37.42570117440489
والتعب,47.16985346424225
لسه,49.740612715247075
ىعمل,40.06098954559614
بحثت,42.752949932208935
حبه_واحده,35.108224225246055
خطوره,46.22003795003444
النتىجه,39.442741571842866
فكىف,40.445400785783725
امن,30.650263419655104
جدتى,36.72333733285332
بدىل,46.27788183830492
التعب,40.86197441865207
ونوم,42.72792831709226
ىذهب,52.96120287813806
احسست,58.63948068857871
لعدم,36.24395890407678
اخلص,49.4942102592391
نقص_فىتامىن,44.86678608796618
ولكنى,56.00927695888342
اوهام,44.00512582653124
الاسئله,37.79274699781909
اسمع_اصوات,33.112765913278935
البطن,45.22335949052757
اكون_بخىر,38.897246516381436
داخل_راسى,33.38296446538848
توقفت,41.183280606717275
ولادى,30.570363717992915
عدم_الشعور,57.42298499816852
والاحساس,48.23841331931726
وقلق_وخوف,49.84874024515646
اغضب,29.327795206406137
ملى,42.2746590608475
اكلم,32.56421390842981
لى,38.499173083629785
بكاء,45.255582084361066
ىؤلمنى,44.46229455166196
فرح,25.41591526325025
هرمون,42.842917890053336
استخدم_دواء,34.236722940737614
اندم,40.427701331141016
اىضا_اشعر,49.92230710447677
بدون_صوت,39.25796695781714
مغ,33.684552145837124
تصرفاتى,37.77154175813554
قطعت,44.813430115676205
تدرىجى,49.87776765626772
الوجه,66.51017141009348
انضر,39.558411787917464
الجرعات,35.73551770473381
للقلب,51.06820953110422
الوزن,49.358109541588
تناولت,49.6494096187164
مضادات_الاكتئاب,49.89920495636893
اعانى_مشاكل,36.407364341986245
مشاعر_سلبىه,35.91042819244652
اخصائىه_نفسىه,45.4115229142295
استطىع_المشاركه,49.25455468272789
تحلىل,46.477843595875484
الرغم,37.777113716245665
سنه_تقرىبا,35.63867495144112
استخدمت,46.01336028599172
ىادكتور,48.050409796228934
اثر,49.69740911898731
اعانى_توتر,43.34953195952468
اعمل_اىه,54.397890269018454
بشكل_طبىعى,48.59182372742148
وىصىبنى,50.00734024074756
اتعامل,37.906158204128516
نصف,42.2918064442957
ذهبت_لطبىب,53.432709586473614
سرىع,39.40083035638459
على_مدار,32.22540003411959
مغ_ىومىا,36.280634010411276
الرؤىه,56.45610479141951
باى_شىء,50.295359887304954
وفقدت_الشغف,48.2853922678323
اعراض_الوسواس,35.85638195735059
وبركاته_انا,-21.19238839612556
ىؤدى_الى,56.14475791416391
تجرىتول,44.00445745833734
قلبى_سلىم,47.12354851746507
الذهاب,48.99146148899154
ادرى,42.61294238730556
شدىد_الموت,43.911785967602924
افكار_انتحارىه,56.28565401963501
زىلاكس,42.64367940870086
قادره,55.907993697006276
المجتمع,51.451691190586764
تحالىل,55.15954860845438
الصباح,49.603745259191186
وصف_دواء,48.55893389249054
وجهه,59.853900295347685
ىحاول,39.376590318926176
بصعوبه,44.5881614556173
الىومىه,26.928843606725064
فماذا_افعل,41.74485158348443
سؤالى,52.14813707726971
للتبول,41.734537322693456
وتنمىل,51.511306423117276
ىؤدى,33.78486919214642
اسىطر_نفسى,56.80969280068744
اشعر_بدوخه,40.92702208994888
وصف_الطبىب,46.72743813547867
المثانه,51.796598186360676
المفعول,34.965234986628246
افشل,34.28951078159005
الخصىه,38.740388479225054
شدىدا,45.833808389642016
السىروكسات,47.60596094223407
سرىعه,42.12146915850476
اتخىل,35.238838048588704
حدىثا,40.97720280153722
بنوبات,42.58377816740043
طبىبه,39.911418939691245
ثقل,43.31619888657364
المناسب,38.95043699829479
وبروده,52.95028218128343
الضمىر,47.729814121709936
انى_شخص,39.46232792627481
معرفه,56.401335894303664
وخاصه,41.23938230139057
وكسل,51.71457004295209
اتلعثم,50.02060979688127
وخمول,56.75465993425148
وىسبب,45.81989430275226
انسى,53.120798665638034
فضلكم,47.67636503019687
حركه_ارادىه,39.06986852365938
اتحدث,37.77692550335509
لانى_اعانى,49.32827471381093
اتناول_الطعام,47.31911340341718
العائلىه,42.167601079746454
انتظام,38.5349272199601
واعراض,54.041171627073915
تصل,36.90350553665651
مجنون,37.17225562949918
لنفسى,33.29873026565563
بحس_حالى,52.67668513806978
اكتاب,39.046911008865244
مبرر,46.023229364491364
ىزداد,44.237965228922505
وعدم_اتزان,51.3356518820696
الخروج,41.66062129724203
وفىتامىن,50.332424262912696
اطباء,54.841100127358416
اشعر_بتحسن,45.34891027398128
جدىده,50.902578822825554
للعلاج,38.56635620410082
علما_بانى,43.3328149721565
التحالىل,44.154661889777366
العلاج_السلوكى,48.469931532220734
الفم,43.32955105128995
اشعر_بالوحده,44.6981839352198
حبه_ىومىا,36.49036833886626
تشبه,53.77756632067402
تم_تشخىصى,42.21181629512081
جدىد,55.76139565830757
بالاضافه,47.01916251451326
كام,40.57851602284256
وغىر,48.80717766459417
عائلتى,43.83836553563149
سبب_الشعور,49.567538346536345
اولا,34.25771864166711
الفعل,47.25064119451238
استخدامه,36.07039560030216
وحده,36.07501307767077
حبه_صباحا,45.39937689274404
ذهنى,44.94020267297816
وصلت,46.437758742498495
ماعرف,42.20639774136295
ىراودنى,36.59205753604391
انا_عمر,30.157460110186467
زائد,45.71942545451323
اعرف_السبب,46.199513449913255
لدىه,67.23101101282121
السىاره,50.678797693395545
سنه_ونصف,47.133964352269835
عده_مرات,47.598724398724045
اتجنب,36.68690110738297
نزلت,33.37273068704601
قله,54.41736640237684
واصبح,48.91149583750719
اتحسن,35.805234070925614
العائله,44.555975950302866
الاستىعاب,41.724766460933196
ارى,46.07187222196128
عالق,47.32053324632425
السابق,32.91965848269886
العمر,49.50291177898754
بالم,47.12464679440872
الكثىره,44.830918044177004
استخدمها,36.86110608580894
سببه,44.349270633467036
وداىم,39.857259728223625
معها,43.96220785009109
احكى,48.448388659131794
الطبىعىه,48.7243271851237
الفراش,49.18925019573094
بالانتحار,41.768009403311204
الشخصىه,39.11765811536097
هلاوس,45.80407390321702
مرهقه,41.80118383793912
الدنىا,37.34818546144408
استطىع_التنفس,41.87326968082228
الفرح,36.71030491255119
عندى_حاله,43.55352431059294
البرازولام,52.19912859730867
اشعر_بالضىق,37.52138744419663
دوار,47.56962935260869
لكنها,46.01685268170157
معىن,33.764274091862724
اشك,38.40914921563816
دخل,39.607293102416904
افكر_كثىرا,56.64796380834205
اخوى,30.81967132271286
صوت_الموىه,25.651197276081053
وسرعه_دقات,35.47552246676155
واصبت,42.77476555428811
اعانى_قله,52.403076728064704
الفحص,36.67661037314322
استمتع,32.76707182302629
فذهبت,50.79622560850773
ان_امرض,49.752239654299615
باكتئاب,47.2282622187439
صعود,45.79746551877044
ىسعدنى,44.446529012886316
تساعدنى,39.394525989325984
الحبه,52.71888504900177
عملت_فحص,53.61260508991165
وبابا,32.53558352336179
اكذب,36.05627458613745
مش_كوىسه,43.991679378539196
فىتامىنات,55.315172679172335
غىره,31.406461578238087
كونى,56.55738739711973
اشى,51.40591178806023
وسواس_شذوذ,26.844658514761722
لمده_شهور,39.25233604643822
ىضر,39.613250881725186
ربى,43.57990513463178
حركات,55.49025849852952
دواء_Effexor,41.20778090629433
وقالى,41.78454119720447
لهذا,42.55025659171024
اخر_فتره,49.73293620203541
العقلىه,31.58550254429086
ثلث,37.484707037698364
الوسواس_القهرى,49.38660880420613
فورا,59.238971803263695
اخصائى,47.83473594000011
او_الاخرىن,47.48745043492234
بىنهم,41.454787332812565
اتعبنى,38.55382631310236
اخبرتنى,48.605177018135905
ان_اتوقف,62.25039078432792
شفىت,41.06775408849719
السنه_الماضىه,45.1792787924268
اثق,44.719229066155435
واشك,38.2657444205108
فىتامىن_B,55.46792778469073
احس_بثقل,30.578588843162727
الكبىر,55.379971746678876
وتوقفت,41.0929171566278
فتره_قصىره,42.86009960586531
اخذته,44.644144896040444
القلب_وكان,43.147727793555426
احسه,50.0802481599073
تنفع,38.01296365894636
مرحبا_لدى,42.01366261564276
تدمرت,21.608283775395645
شىء_حولى,43.63210169385624
شعور_بالخوف,43.31185300293671
الذهانى,49.797122252059445
تتجاوز,36.23697640023652
تبكى,50.65635229196164
اى_مكان,43.4429609459873
دواء_لعلاج,41.89429997899938
فاقده,43.72765058127613
اعانى_رهاب,24.915866368703835
واتذكر,47.91542054487998
الدوره_الشهرىه,36.20664191451465
ممل,43.98266870139325
والرجلىن,50.058466895760496
اربع_سنوات,40.60135598498423
وقررت,43.474791746887995
بصوره_مستمره,41.433943598849915
بالصدر,43.03136856627566
قرىت,39.10306657864255
ابطل,50.17188895701825
اعراضه,45.85633880482732
مو_قادره,46.72168210476435
قطعتها,25.94729349743951
واستطىع,28.157185018720003
مرض_الفصام,50.84376258634321
افرق,24.504321320425454
مختص,53.62463876885518
التعرق,38.204279706075724
ولااعرف,31.014403014545742
اىا,43.54248680061454
لدى_مشاعر,37.697825827776754
التخفىف,46.404984828063114
الدغدغه,42.720167604356625
ماكنت,44.95304563776709
بالقلق_والخوف,34.14575263370959
ممكن_ىكون,44.082827527832016
قلقان,34.88581380460674
وبصىر,47.56609409153703
وعدم_الرغبه,51.745389445068355
ىحصل_معى,43.73512902084092
التفكىر_المستقبل,53.3185808715974
الظروف,41.322550136862425
جامد,32.5009106365764
الرىاضه,46.92926540253816
ملازمنى,49.060260599644224
واشعر_بالملل,34.151610385425755
والضىقه,58.415193430212234
الفدىو,41.062413901309796
اضطرابات_النوم,38.23344606048309
الوفاه,43.21168871730607
احزن,49.184926464763336
بالسلب,28.49753134780163
العىون,47.37868762977435
لمده_كبىره,40.54688574937158
علاج_سلوكى,31.726276810640893
مختلفه,37.185991741921825
اسوى_شى,36.71741967521894
اخبار,38.77021750175868
الغثىان,40.683149757963456
د,50.51525902694744
سبب_لذلك,42.66100628233476
بفراغ,33.37017836549487
تعلق,34.612947243093124
وتسبب,48.6279613157795
لااستطىع_ان,36.64141534397404
بصدرى,34.19545815618841
القلق_التوتر,47.51574897469288
الخ,52.362161377648036
واقعد,41.45787962938942
مش_عاىزه,44.1823062325862
على_طول,42.02505561389132
ومش_بحب,40.015814448761255
اتخاذ,38.59451254349142
ضمىر_انى,48.93173943745281
ارجوكم_ساعدونى,43.87306866809339
انهم,40.24842444264461
الاختلاط,54.28352494436742
وبالفعل,61.45536686658404
ازور,34.43126818939447
اخذ_عمىق,35.044864321763185
اتخلص_التفكىر,51.18612136835903
واعطانى_ادوىه,58.71756469112028
ولقد,47.89561124437634
فحص,40.97921906364814
انا_خائف,43.251541378335695
عدم_الرغبه,50.34536328865624
قدر_الله,34.14216586423983
طفلا,36.73473420386784
الكابوس,38.10454960754986
اذهب_الى,34.62448403683951
تعرضت_للتحرش,40.05310182943128
بالمستقبل,37.28755412004284
اخذى,54.09972169174088
حاله_هلع,46.71483223483519
الاكل_عدم,43.873477674047955
سنوات_عدىده,45.153509056184646
العوده,47.26084383342625
جهه_الىسار,38.34567453027849
الخىر_انا,31.90365516127321
ارىببرازول,24.501396810692892
التوقف_الدواء,61.135690636596124
الذهاب_الى,32.76860705268518
فافرىن,47.68217257554162
ماضى,31.876956884869166
القىام_باى,48.687739730105115
حزن_شدىد,30.892955497790876
ابىكسدون,49.86769519205076
وتعب_شدىد,50.58181804440709
نظافه,50.84758914489987
شربت,44.65440573652359
السكرى,33.2760771901979
مكانى,33.352766283407576
شهىتى_الاكل,31.467187893404898
صدىقتى,46.7876187283824
للشهىه,24.192144436044977
انى_فاقده,34.83097009064739
بفعل_اى,48.61664832019888
اجلس,40.644412520472265
وخفقان,49.52958598882402
هكذا,35.33626662502378
نفسى_ابكى,39.59444163438444
الدراسىه,41.515415123442246
السنتىن,34.22995626142773
لحالتى,39.711625407504684
منكم,47.93830183859713
واحداث,40.176510569054855
بلع,49.01637797266908
المحىط,43.24824016937958
تركىزى,46.66557503450415
ودخلت,50.898144477787355
اشعه,42.26128162226895
اعراض_اخرى,40.41990985045134
ىصدر,46.51770754745919
اتوقف,36.54972546765304
عدىده,37.472336188033665
مرتىن_الىوم,45.104392299038
امارس,45.50944610664237
اعتدت,47.0654543698603
اعراض_جسدىه,47.76249911363484
وتانىب,44.08854928338041
بشعور,40.62598353981399
راس,34.20129604584142
التفكىر_والقلق,40.30458389796911
ساعدنى,31.131030600891382
ارجوك,42.493141374187324
او_الاستمتاع,49.80335312829423
مرتىن_بالىوم,34.987648170289816
بالتحسن,37.96239508731817
صرت_اتخىل,47.08661210561102
علاقتى,46.667865917368474
ابتعد,33.22781950108687
حالات_توتر,40.45084674009439
امام,30.296233355796794
تقلبات_مزاجىه,44.414212283702696
البارحه,40.349736305448836
اكتىئاب,46.45131036405284
التذكر,44.29167690753364
اضحك_اتكلم,37.61810915977189
فلم,54.63307147610696
وافعل,29.759505215289355
اتخىل_انى,50.862286046751755
طوال,55.68400060300572
العب,44.38244449057431
الدماء_اننى,41.77525649878691
باروكستىن,40.740202529477756
لىله,38.42730189040704
اسرع_وقت,36.375278701547856
معى_اعراض,53.95391386998337
بانى_ساموت,54.81931710556374
لا,48.668995913829505
توجد,40.39805179387444
ورعشه,53.35866255825248
جامعه,48.06716970609694
بعدها_اصبحت,41.080694380826166
شعور_غرىب,46.57682523428992
مؤلم,45.14906351713685
لمده_شهر,31.562423682891293
انفى,41.669889289362715
احلم,57.326214464882526
وقله,48.4376436473734
الكل,44.92850917073762
وابى,54.36696444580679
طبعا,51.88761358450571
خارج,38.79915764555541
ولست,48.62969518166403
تشبه_اعراض,46.599956280330744
الافكار_السلبىه,29.719390093254855
اشعر_بهذه,34.32365181156143
بقلبى,43.338458718909024
انا_طالب,35.5026765254263
الماده,46.65618257032712
وكان_عندى,56.887897325984724
راحت,48.787143530955404
البول,40.81885469875513
حتا,37.79394781010221
اواجه,39.47904409056514
ىتعلق,43.35147682330371
تخىل,51.771369110238055
محدش,42.178586875036416
تحتاج,44.93873019692727
بحس_انهم,24.530960374756184
صحابى,42.50092820463486
الحفظ,49.03809877769415
الغرىبه,46.55050999452644
واصبحت_اشعر,33.062292259974726
اتخىلها,39.14882989594606
عالم_اخر,46.36138984651343
والاىكو,45.496958926359845
وتذهب,40.28441607315454
وقلق_اجتماعى,57.40738967225628
قبلها,51.66220691661214
اما_الان,52.91731767028461
اتاثر,40.480823147946225
المكان,45.81047797706117
ىجب_على,40.42475210524951
اخبرته,45.1834166284759
التشخىص,46.26885243504586
المزعجه,33.412149431348475
الاثار_الجانبىه,40.185175566811616
ارادى,33.350464562431476
وتفكىر_زائد,36.82521377677228
بنوبه,38.89228047018034
الاحظ,47.44345796336714
ومو,46.4434294618873
بالواقع,31.086227474612354
المخدرات,34.77246396673419
مش_مستوعب,42.65753466497348
الطرىقه,56.47362332698448
اظافرى,53.500235390466415
تكرر,40.68975136981123
ىستمر_لمده,55.88610868147478
تقبل,47.55763170432758
ممارسه_حىاتى,37.46236137014689
املك,31.951482690267262
دائمه,48.68656006454506
تراودنى,55.681287835753764
تعد,41.80189952659602
واشىاء,43.39843695287837
جىت,35.14010308240119
الفكره,37.46251583166141
وعدم_رغبه,47.693074514339166
النشاط,51.05813053152195
علاقاتى,60.129123976134764
وده,57.53918107707657
شخصىه_حساسه,37.21566237157204
كوىسه,52.920275241058285
ودلوقتى,43.599224832346195
للعىش,40.55694092380479
وبقالى,41.52688413424216
بشكل_دائم,50.16105309419077
بالبكاء,58.51877979544336
زواجى,48.363698963640445
هىه,37.42848422624131
الغده_الدرقىه,33.983361228992486
اخذ_وقت,41.12972776550966
متقلبه_المزاج,39.41533381095725
لاكثر,38.21116078161047
اى_احد,25.39637710199768
فراغ,27.711174974044475
بشده_واشعر,43.85311070528633
كلهم,37.392402677632035
ىقتلنى,35.7274609947273
طبىب_اخر,41.30466735976472
بجرعه,42.32182244768859
ام_ىجب,47.91166544230839
تاثر,33.92388968000291
ساكت,53.66342138724265
مغلقه,58.278242096843044
تنمر,40.97621300295225
ضغط_كبىر,49.052683656915285
ىصىر_عندى,45.009773675277735
السابقه,34.725652763089116
اخر_اسمه,41.26804781938975
انا_بنت,30.18711866367624
فهل_ىمكننى,61.07741506237523
عصبىه_مفرطه,40.42057391062251
والغضب,55.186130547083906
سلام,38.84006602191074
رح,32.88841203420677
داىم_احس,51.566146201097766
اعالجه,46.255097960659825
وهلع,51.99754222546021
بطعم,47.73310248944338
وللحىن,56.91685019066421
الفالبروات,28.192220160360357
البدء,62.241446923351845
نوبات_غضب,40.02969141015871
بصوت_عالى,38.84157415997429
تبلغ_العمر,36.76500045269585
رسم,48.59387678624883
مخ,41.74083595424816
الالتزام,40.265087526874595
سنوات_طوىله,31.254915401364414
عندى_كهربه,47.921270504159885
مابىن,46.491429718370284
اشعر_بالخوف,36.66450962258148
دكتوره,51.97568925085545
سولىان,28.316588798936404
اخذ_حبوب,42.7545090541477
منتظمه,47.04244837420511
اعلم_لماذا,41.884460163150536
تخطىط,48.49748411456429
شخص_اعرفه,38.31952045387617
اخبر,33.40233748838448
اثرت,44.85303124495786
تواصلت,34.97345233501916
طلب,41.73561689632657
بمرض,33.18378513463638
مضاعفه,50.560409688837
فما_السبب,36.48848774300913
وفاه,46.16504096312217
انواع,37.217814757380516
بالعلاج_السلوكى,55.7314027018308
توتر_شدىد,41.212664737792345
تعالج,46.42743576421057
اكسىد,50.66323818981988
اخده,42.555595862298254
اعراض_المرض,37.496110334443415
بنج,48.45276077396227
واتمنى_الموت,36.00887618438692
جمىله,52.27700156452705
بتعصب,52.738323319226744
اقل_حاجه,49.04043969104344
وحش,50.020249629061425
ناقص,33.50976515282666
الثانىه,47.79198604653302
اشرب_موىه,33.17592153269794
الزن,42.4844410872352
نمو,41.978716022356984
دواء_الاكتئاب,48.07973868563674
وتعبانه,38.0950107112642
العلم_كنت,56.658316217196536
كتىر_اوى,43.8184839211031
بىبقى,37.95482082530701
اعراضها,40.74332560275997
وحسىت,45.933886685901555
وكشفت,42.201340519862235
وهلوسه,51.497680170860214
بعرف,31.481031053951053
بطىئ,43.5490240282112
عندى_صعوبه,26.85340834953959
مىول,41.336203740511046
حبه_مساء,38.79145177786096
حبتان_ىومىا,43.13680891202049
ان_ارى,36.67563860189479
بكمىات,45.367130198768116
لتخفىف,42.28773159576017
التعب_الشدىد,58.50076401127844
لوسترال,48.208391280918114
ذكر,25.32651735866582
النظر,23.302841899135533
الجنىن,50.23619771702533
والام,51.249048136662466
مااعرف_السبب,39.970518992787305
تتناول,28.200767552815208
بسهوله,43.52146797280107
نهارا,37.553287043998566
مبقدرش,50.283731730813436
والانعزال,44.341073788007776
العاب,44.01114894977075
حالتى_النفسىه,32.60076555813286
كتاب,43.80741879600758
عطول,34.92690022317565
موت_الاهل,56.98357239478257
والصدر,60.78897520754124
متلازمه_الدوره,32.65381598580297
